strategy,question,answer,ground_truth,answer_relevancy,faithfulness,context_precision,context_recall
import_graph,Show how to share dependencies across FastAPI routes using the `Annotated` type hint style and Python 3.10+ syntax. [ex008 · annotated · py310] (variant 2),"# This example demonstrates how to share dependencies across FastAPI routes using `Annotated` and Python 3.10+ syntax.
from typing import Annotated

from fastapi import APIRouter, Depends, FastAPI

app = FastAPI()


async def common_parameters(q: str | None = None, skip: int = 0, limit: int = 100):
    return {""q"": q, ""skip"": skip, ""limit"": limit}


router = APIRouter(
    prefix=""/items"",
    dependencies=[Depends(common_parameters)],
    tags=[""items""],
    responses={404: {""description"": ""Not found""}},
)


@router.get(""/"")
async def read_items():
    return [""Portal Gun"", ""Plumbus""]


@router.get(""/{item_id}"")
async def read_item(item_id: int):
    return {""name"": ""Portal Gun"", ""item_id"": item_id}


app.include_router(router)","async def dependency_a():
    dep_a = generate_dep_a()
    try:
        yield dep_a
    finally:
        dep_a.close()


async def dependency_b(dep_a: Annotated[DepA, Depends(dependency_a)]):
    dep_b = generate_dep_b()
    try:
        yield dep_b
    finally:
        dep_b.close(dep_a)


async def dependency_c(dep_b: Annotated[DepB, Depends(dependency_b)]):
    dep_c = generate_dep_c()
    try:
        yield dep_c
    finally:
        dep_c.close(dep_b)",0.5,0.625,1.0,1.0
import_graph,Implement the FastAPI security utility `__init__`. [authorizationUrl],"# Initializes an OAuth2 authorization code flow security scheme.
def __init__(
        self,
        authorizationUrl: str,
        tokenUrl: Annotated[
            str,
            Doc(
                """"""
                The URL to obtain the OAuth2 token.
                """"""
            ),
        ],
        refreshUrl: Annotated[
            str | None,
            Doc(
                """"""
                The URL to refresh the token and obtain a new one.
                """"""
            ),
        ] = None,
        scheme_name: Annotated[
            str | None,
            Doc(
                """"""
                Security scheme name.

                It will be included in the generated OpenAPI (e.g. visible at `/docs`).
                """"""
            ),
        ] = None,
        scopes: Annotated[
            dict[str, str] | None,
            Doc(
                """"""
                The OAuth2 scopes that would be required by the *path operations* that
                use this dependency.
                """"""
            ),
        ] = None,
        description: Annotated[
            str | None,
            Doc(
                """"""
                Security scheme description.

                It will be included in the generated OpenAPI (e.g. visible at `/docs`).
                """"""
            ),
        ] = None,
        auto_error: Annotated[
            bool,
            Doc(
                """"""
                By default, if no HTTP Authorization header is provided, required for
                OAuth2 authentication, it will automatically cancel the request and
                send the client an error.

                If `auto_error` is set to `False`, when the HTTP Authorization header
                is not available, instead of erroring out, the dependency result will
                be `None`.

                This is useful when you want to have optional authentication.

                It is also useful when you want to have authentication that can be
                provided in one of multiple optional ways (for example, with OAuth2
                or in a cookie).
                """"""
            ),
        ] = True,
    ):
        if not scopes:
            scopes = {}
        flows = OAuthFlowsModel(
            authorizationCode=cast(
                Any,
                {
                    ""authorizationUrl"": authorizationUrl,
                    ""tokenUrl"": tokenUrl,
                    ""refreshUrl"": refreshUrl,
                    ""","def __init__(
        self,
        authorizationUrl: str,
        tokenUrl: Annotated[
            str,
            Doc(
                """"""
                The URL to obtain the OAuth2 token.
                """"""
            ),
        ],
        refreshUrl: Annotated[
            str | None,
            Doc(
                """"""
                The URL to refresh the token and obtain a new one.
                """"""
            ),
        ] = None,
        scheme_name: Annotated[
            str | None,
            Doc(
                """"""
                Security scheme name.

                It will be included in the generated OpenAPI (e.g. visible at `/docs`).
                """"""
            ),
        ] = None,
        scopes: Annotated[
            dict[str, str] | None,
            Doc(
                """"""
                The OAuth2 scopes that would be required by the *path operations* that
                use this dependency.
                """"""
            ),
        ] = None,
        description: Annotated[
            str | None,
            Doc(
                """"""
                Security scheme description.

                It will be included in the generated OpenAPI (e.g. visible at `/docs`).
                """"""
            ),
        ] = None,
        auto_error: Annotated[
            bool,
            Doc(
                """"""
                By default, if no HTTP Authorization header is provided, required for
                OAuth2 authentication, it will automatically cancel the request and
                send the client an error.

                If `auto_error` is set to `False`, when the HTTP Authorization header
                is not available, instead of erroring out, the dependency result will
                be `None`.

                This is useful when you want to have optional authentication.

                It is also useful when you want to have authentication that can be
                provided in one of multiple optional ways (for example, with OAuth2
                or in a cookie).
                """"""
            ),
        ] = True,
    ):
        if not scopes:
            scopes = {}
        flows = OAuthFlowsModel(
            authorizationCode=cast(
                Any,
                {
                    ""authorizationUrl"": authorizationUrl,
                    ""tokenUrl"": tokenUrl,
                    ""refreshUrl"": refreshUrl,
                    ""scopes"": scopes,
                },
            )
        )
        super().__init__(
            flows=flows,
            scheme_name=scheme_name,
            description=description,
            auto_error=auto_error,
        )",1.0,1.0,0.9166666666666666,1.0
import_graph,Implement the `Annotated` type hint style and Python 3.10+ syntax security in a FastAPI application. [ex007 · annotated · py310],"# Implement the Annotated type hint style and Python 3.10+ syntax security in a FastAPI application.
from typing import Annotated

from fastapi import FastAPI, Security
from fastapi.security import OAuth2PasswordBearer, OAuth2PasswordRequestForm
from pydantic import BaseModel

app = FastAPI()

oauth2_scheme = OAuth2PasswordBearer(tokenUrl=""token"")


class User(BaseModel):
    username: str
    email: str | None = None
    full_name: str | None = None
    disabled: bool | None = None


def fake_decode_token(token):
    return User(
        username=""john_doe"", email=""john@example.com"", full_name=""John Doe""
    )


async def get_current_user(token: Annotated[str, Security(oauth2_scheme)]):
    user = fake_decode_token(token)
    return user


@app.post(""/token"")
async def login(form_data: Annotated[OAuth2PasswordRequestForm, Depends()]):
    return {""access_token"": form_data.username, ""token_type"": ""bearer""}


@app.get(""/users/me"")
async def read_users_me(current_user: Annotated[User, Depends(get_current_user)]):
    return current_user","def get_current_username(
    credentials: Annotated[HTTPBasicCredentials, Depends(security)],
):
    current_username_bytes = credentials.username.encode(""utf8"")
    correct_username_bytes = b""stanleyjobson""
    is_correct_username = secrets.compare_digest(
        current_username_bytes, correct_username_bytes
    )
    current_password_bytes = credentials.password.encode(""utf8"")
    correct_password_bytes = b""swordfish""
    is_correct_password = secrets.compare_digest(
        current_password_bytes, correct_password_bytes
    )
    if not (is_correct_username and is_correct_password):
        raise HTTPException(
            status_code=status.HTTP_401_UNAUTHORIZED,
            detail=""Incorrect username or password"",
            headers={""WWW-Authenticate"": ""Basic""},
        )
    return credentials.username


def read_current_user(username: Annotated[str, Depends(get_current_username)]):
    return {""username"": username}",0.9,0.375,1.0,0.7
import_graph,Implement cookie-based state in a FastAPI route with the `Annotated` type hint style and Python 3.10+ syntax. [ex001 · annotated · py310],"# Implement cookie-based state in a FastAPI route.
from typing import Annotated

from fastapi import FastAPI, Response
from fastapi.routing import APIRoute

app = FastAPI()


@app.get(""/items/"")
async def read_items(
    response: Response, session_id: Annotated[str | None, Cookie()] = None
):
    if session_id is None:
        session_id = ""some-random-string""
        response.set_cookie(key=""session_id"", value=session_id)
    return {""session_id"": session_id}","async def read_items(ads_id: Annotated[str | None, Cookie()] = None):
    return {""ads_id"": ads_id}",0.7,0.375,0.0,0.5
import_graph,Write a FastAPI WebSocket endpoint using standard parameter defaults and Python 3.10+ syntax. [ex003 · py310],"# Defines a FastAPI WebSocket endpoint with path parameters, an optional query parameter, and a dependency.
@app.websocket(""/ws/{item_id}"")
async def websocket_endpoint(
    websocket: WebSocket,
    item_id: str,
    q: int | None = None,
    cookie_or_token: str = Depends(get_cookie_or_token),
):
    await websocket.accept()
    while True:
        data = await websocket.receive_text()
        await websocket.send_text(
            f""Session cookie or query token value is: {cookie_or_token}""
        )
        if q is not None:
            await websocket.send_text(f""Query parameter q is: {q}"")
        await websocket.send_text(f""Message text was: {data}, for item ID: {item_id}"")","def __init__(self):
        self.active_connections: list[WebSocket] = []


async def connect(self, websocket: WebSocket):
        await websocket.accept()
        self.active_connections.append(websocket)


def disconnect(self, websocket: WebSocket):
        self.active_connections.remove(websocket)


async def send_personal_message(self, message: str, websocket: WebSocket):
        await websocket.send_text(message)


async def broadcast(self, message: str):
        for connection in self.active_connections:
            await connection.send_text(message)


async def get():
    return HTMLResponse(html)


async def websocket_endpoint(websocket: WebSocket, client_id: int):
    await manager.connect(websocket)
    try:
        while True:
            data = await websocket.receive_text()
            await manager.send_personal_message(f""You wrote: {data}"", websocket)
            await manager.broadcast(f""Client #{client_id} says: {data}"")
    except WebSocketDisconnect:
        manager.disconnect(websocket)
        await manager.broadcast(f""Client #{client_id} left the chat"")",1.0,0.75,0.8875,0.9
import_graph,Write a FastAPI implementation that demonstrates templates using standard parameter defaults and Python 3.10+ syntax.,"# This code demonstrates FastAPI templates using standard parameter defaults and Python 3.10+ syntax.
from typing import Annotated
from fastapi import FastAPI, Query
app = FastAPI()
@app.get(""/items/"")
async def read_items(q: Annotated[str | None, Query(min_length=3)] = None):
    results = {""items"": [{""item_id"": ""Foo""}, {""item_id"": ""Bar""}]}
    if q:
        results.update({""q"": q})
    return results","async def read_item(request: Request, id: str):
    return templates.TemplateResponse(
        request=request, name=""item.html"", context={""id"": id}
    )",0.3,0.25,1.0,0.1
import_graph,Write a FastAPI route that uses path parameters with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 3),"# FastAPI path parameter with standard parameter defaults and Python 3.10+ syntax
from fastapi import FastAPI, Path
from typing import Annotated

app = FastAPI()

@app.get(""/items/{item_id}"")
async def read_items(
    item_id: Annotated[int, Path(title=""The ID of the item to get"")],
    q: str | None = None,
    p: Annotated[str | None, Path(title=""The ID of the item to get"")] = None,
):
    results = {""item_id"": item_id}
    if q:
        results.update({""q"": q})
    if p:
        results.update({""p"": p})
    return results","async def read_items():
    return [{""item_id"": ""Foo""}]",1.0,0.625,1.0,1.0
import_graph,Create a larger FastAPI application structure with multiple routers using standard parameter defaults and Python 3.10+ syntax. [ex003 · py310],"# This code demonstrates how to structure a FastAPI application with multiple routers, including a main app, an internal router, and a users router, using standard parameter defaults and Python 3.10+ syntax.
from fastapi import APIRouter, FastAPI
from fastapi.responses import JSONResponse

app = FastAPI()
internal_router = APIRouter()
users_router = APIRouter(default_response_class=JSONResponse)

@users_router.get(""/users/"")
def read_users():
    return [{""name"": ""Rick""}, {""name"": ""Morty""}]

internal_router.include_router(users_router)
app.include_router(internal_router)","async def startup_event():
    items[""foo""] = {""name"": ""Fighters""}
    items[""bar""] = {""name"": ""Tenders""}


async def read_items(item_id: str):
    return items[item_id]


def test_read_items():
    with TestClient(app) as client:
        response = client.get(""/items/foo"")
        assert response.status_code == 200
        assert response.json() == {""name"": ""Fighters""}",1.0,0.375,1.0,1.0
import_graph,Implement the FastAPI routing utility `serialize_response`.,# This function is not provided in the context.,"async def serialize_response(
    *,
    field: ModelField | None = None,
    response_content: Any,
    include: IncEx | None = None,
    exclude: IncEx | None = None,
    by_alias: bool = True,
    exclude_unset: bool = False,
    exclude_defaults: bool = False,
    exclude_none: bool = False,
    is_coroutine: bool = True,
    endpoint_ctx: EndpointContext | None = None,
    dump_json: bool = False,
) -> Any:
    if field:
        if is_coroutine:
            value, errors = field.validate(response_content, {}, loc=(""response"",))
        else:
            value, errors = await run_in_threadpool(
                field.validate, response_content, {}, loc=(""response"",)
            )
        if errors:
            ctx = endpoint_ctx or EndpointContext()
            raise ResponseValidationError(
                errors=errors,
                body=response_content,
                endpoint_ctx=ctx,
            )
        serializer = field.serialize_json if dump_json else field.serialize
        return serializer(
            value,
            include=include,
            exclude=exclude,
            by_alias=by_alias,
            exclude_unset=exclude_unset,
            exclude_defaults=exclude_defaults,
            exclude_none=exclude_none,
        )

    else:
        return jsonable_encoder(response_content)",0.0,0.0,1.0,1.0
import_graph,Implement custom header parameters in a FastAPI endpoint with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 1),"# This code defines a FastAPI application with a single endpoint that accepts a custom header parameter.
# The header parameter 'x-custom-header' is optional and defaults to ""Default Value"" if not provided.
from typing import Annotated
from fastapi import FastAPI, Header
app = FastAPI()
@app.get(""/items/"")
async def read_items(x_custom_header: Annotated[str | None, Header(default=""Default Value"")] = None):
    return {""X-Custom-Header"": x_custom_header}","async def read_items(headers: CommonHeaders = Header()):
    return headers",1.0,0.25,1.0,1.0
import_graph,Create a FastAPI endpoint with optional and required query params using the `Annotated` type hint style and Python 3.10+ syntax. [ex011 · annotated · py310],"# FastAPI endpoint with optional and required query parameters using Annotated and Python 3.10+
from typing import Annotated
from fastapi import FastAPI, Query

app = FastAPI()

@app.get(""/items/"")
async def read_items(
    q: Annotated[str | None, Query(min_length=3, max_length=50)] = None,
    item_id: Annotated[int, Query(gt=0)]
):
    results = {""item_id"": item_id}
    if q:
        results.update({""q"": q})
    return results","async def read_items(q: Annotated[list[str] | None, Query()] = None):
    query_items = {""q"": q}
    return query_items",1.0,0.375,1.0,1.0
import_graph,Create a larger FastAPI application structure with multiple routers using the `Annotated` type hint style and Python 3.10+ syntax.,"# This code demonstrates how to structure a FastAPI application using multiple routers with `Annotated` type hints and Python 3.10+ syntax.
from enum import Enum
from typing import Annotated

from fastapi import APIRouter, FastAPI, Depends
from fastapi.responses import HTMLResponse, ORJSONResponse


class Tags(Enum):
    items = ""items""
    users = ""users""


async def get_token_header(token: Annotated[str, Depends()]):
    return token


router = APIRouter()


@router.get(""/elements/"", tags=[Tags.items])
async def read_elements():
    return [{""name"": ""Water""}, {""name"": ""Fire""}]


app = FastAPI(
    default_response_class=ORJSONResponse,
    dependencies=[Annotated[str, Depends(get_token_header)]],
)


@app.get(""/"")
async def root():
    return HTMLResponse(""Hello"")


users_router = APIRouter(prefix=""/users"", tags=[Tags.users])


@users_router.get(""/"")
async def read_users():
    return [{""name"": ""Rick""}, {""name"": ""Morty""}]


app.include_router(users_router)
app.include_router(router, prefix=""/items"")","async def read_main(item_id: str, x_token: Annotated[str, Header()]):
    if x_token != fake_secret_token:
        raise HTTPException(status_code=400, detail=""Invalid X-Token header"")
    if item_id not in fake_db:
        raise HTTPException(status_code=404, detail=""Item not found"")
    return fake_db[item_id]


async def create_item(item: Item, x_token: Annotated[str, Header()]) -> Item:
    if x_token != fake_secret_token:
        raise HTTPException(status_code=400, detail=""Invalid X-Token header"")
    if item.id in fake_db:
        raise HTTPException(status_code=409, detail=""Item already exists"")
    fake_db[item.id] = item.model_dump()
    return item",1.0,1.0,1.0,0.2
import_graph,Write a FastAPI application that uses dependency injection with standard parameter defaults and Python 3.10+ syntax. [ex008 · py310],"# FastAPI application with dependency injection using standard parameter defaults and Python 3.10+ syntax
from typing import Annotated

from fastapi import Depends, FastAPI

app = FastAPI()


async def common_parameters(q: str | None = None, skip: int = 0, limit: int = 100):
    return {""q"": q, ""skip"": skip, ""limit"": limit}


@app.get(""/items/"")
async def read_items(commons: Annotated[dict, Depends(common_parameters)]):
    return commons","async def dependency_a():
    dep_a = generate_dep_a()
    try:
        yield dep_a
    finally:
        dep_a.close()


async def dependency_b(dep_a=Depends(dependency_a)):
    dep_b = generate_dep_b()
    try:
        yield dep_b
    finally:
        dep_b.close(dep_a)


async def dependency_c(dep_b=Depends(dependency_b)):
    dep_c = generate_dep_c()
    try:
        yield dep_c
    finally:
        dep_c.close(dep_b)",1.0,0.75,0.7000000000000001,1.0
import_graph,Create a FastAPI application with custom response classes or serialisation using standard parameter defaults and Python 3.10+ syntax. [ex003 · py310],"# This code demonstrates a FastAPI application with a custom response class for an OPTIONS path operation.
from enum import Enum
from typing import Any, Callable, Dict, List, Optional, Sequence, Type
from fastapi import FastAPI, APIRouter, Response
from fastapi.responses import JSONResponse
from fastapi.routing import APIRoute
from starlette.routing import BaseRoute
from starlette.types import ASGIApp
from typing_extensions import Annotated, Doc, deprecated
from pydantic import IncEx
from fastapi.params import Depends
from fastapi.utils import Default, generate_unique_id

class CustomResponse(Response):
    media_type = ""application/x-custom-type""

    def render(self, content: Any) -> bytes:
        if isinstance(content, dict):
            return b""custom: "" + JSONResponse(content=content).render(content)
        return b""custom: "" + super().render(content)

app = FastAPI()

@app.options(""/items/"", response_class=CustomResponse)
def get_item_options():
    return {""additions"": [""Aji"", ""Guacamole""]}","async def read_items():
    html_content = """"""
    <html>
        <head>
            <title>Some HTML in here</title>
        </head>
        <body>
            <h1>Look ma! HTML!</h1>
        </body>
    </html>
    """"""
    return HTMLResponse(content=html_content, status_code=200)",1.0,0.25,0.8041666666666667,0.7
import_graph,Implement standard parameter defaults and Python 3.10+ syntax security in a FastAPI application. [ex004 · py310],"# This code defines a FastAPI application with a security dependency using Python 3.10+ syntax.
from typing import Annotated

from fastapi import FastAPI, Security
from fastapi.security import OAuth2PasswordBearer, SecurityScopes

oauth2_scheme = OAuth2PasswordBearer(tokenUrl=""token"")

app = FastAPI()

@app.get(""/items/"")
async def read_items(
    token: Annotated[str, Security(oauth2_scheme, scopes=[""items""])]
):
    return {""token"": token}","def verify_password(plain_password, hashed_password):
    return password_hash.verify(plain_password, hashed_password)


def get_password_hash(password):
    return password_hash.hash(password)


def get_user(db, username: str):
    if username in db:
        user_dict = db[username]
        return UserInDB(**user_dict)


def authenticate_user(fake_db, username: str, password: str):
    user = get_user(fake_db, username)
    if not user:
        verify_password(password, DUMMY_HASH)
        return False
    if not verify_password(password, user.hashed_password):
        return False
    return user


def create_access_token(data: dict, expires_delta: timedelta | None = None):
    to_encode = data.copy()
    if expires_delta:
        expire = datetime.now(timezone.utc) + expires_delta
    else:
        expire = datetime.now(timezone.utc) + timedelta(minutes=15)
    to_encode.update({""exp"": expire})
    encoded_jwt = jwt.encode(to_encode, SECRET_KEY, algorithm=ALGORITHM)
    return encoded_jwt


async def get_current_user(token: str = Depends(oauth2_scheme)):
    credentials_exception = HTTPException(
        status_code=status.HTTP_401_UNAUTHORIZED,
        detail=""Could not validate credentials"",
        headers={""WWW-Authenticate"": ""Bearer""},
    )
    try:
        payload = jwt.decode(token, SECRET_KEY, algorithms=[ALGORITHM])
        username = payload.get(""sub"")
        if username is None:
            raise credentials_exception
        token_data = TokenData(username=username)
    except InvalidTokenError:
        raise credentials_exception
    user = get_user(fake_users_db, username=token_data.username)
    if user is None:
        raise credentials_exception
    return user


async def get_current_active_user(current_user: User = Depends(get_current_user)):
    if current_user.disabled:
        raise HTTPException(status_code=400, detail=""Inactive user"")
    return current_user


async def login_for_access_token(
    form_data: OAuth2PasswordRequestForm = Depends(),
) -> Token:
    user = authenticate_user(fake_users_db, form_data.username, form_data.password)
    if not user:
        raise HTTPException(
            status_code=status.HTTP_401_UNAUTHORIZED,
            detail=""Incorrect username or password"",
            headers={""WWW-Authenticate"": ""Bearer""},
        )
    access_token_expires = timedelta(minutes=ACCESS_TOKEN_EXPIRE_MINUTES)
    access_token = create_access_token(
        data={""sub"": user.username}, expires_delta=access_token_expires
    )
    return Token(access_token=access_token, token_type=""bearer"")


async def read_users_me(current_user: User = Depends(get_current_active_user)) -> User:
    return current_user


async def read_own_items(current_user: User = Depends(get_current_active_user)):
    return [{""item_id"": ""Foo"", ""owner"": current_user.username}]",0.7,0.25,1.0,0.2
import_graph,Implement the FastAPI dependency injection utility `_get_multidict_value`.,"# Implements the FastAPI dependency injection utility `_get_multidict_value`.
def _get_multidict_value(
    field: ModelField, values: Mapping[str, Any], alias: str | None = None
) -> Any:
    alias = alias or get_validation_alias(field)
    if (
        (not _is_json_field(field))
        and field_annotation_is_sequence(field.field_info.annotation)
        and isinstance(values, (ImmutableMultiDict, Headers))
    ):
        value = values.getlist(alias)
    else:
        value = values.get(alias, None)
    if (
        value is None
        or (
            isinstance(field.field_info, params.Form)
            and isinstance(value, str)  # For type checks
            and value == """"
        )
        or (
            field_annotation_is_sequence(field.field_info.annotation)
            and len(value) == 0
        )
    ):
        if field.field_info.is_required():
            return
        else:
            return deepcopy(field.default)
    return value","def _get_multidict_value(
    field: ModelField, values: Mapping[str, Any], alias: str | None = None
) -> Any:
    alias = alias or get_validation_alias(field)
    if (
        (not _is_json_field(field))
        and field_annotation_is_sequence(field.field_info.annotation)
        and isinstance(values, (ImmutableMultiDict, Headers))
    ):
        value = values.getlist(alias)
    else:
        value = values.get(alias, None)
    if (
        value is None
        or (
            isinstance(field.field_info, params.Form)
            and isinstance(value, str)  # For type checks
            and value == """"
        )
        or (
            field_annotation_is_sequence(field.field_info.annotation)
            and len(value) == 0
        )
    ):
        if field.field_info.is_required():
            return
        else:
            return deepcopy(field.default)
    return value",1.0,0.875,0.5,1.0
import_graph,Customise the OpenAPI schema or JSON Schema in FastAPI using the `Annotated` type hint style and Python 3.10+ syntax. [ex005 · annotated · py310],"# Customise the OpenAPI schema or JSON Schema in FastAPI using the `Annotated` type hint style and Python 3.10+ syntax.
from enum import Enum
from typing import Any, Callable, Sequence

from fastapi import FastAPI, routing
from fastapi.params import Depends
from fastapi.responses import JSONResponse, Response
from fastapi.routing import APIRoute
from fastapi.utils import generate_unique_id
from pydantic import Doc, Field
from typing_extensions import Annotated, Literal

app = FastAPI()

class Item(Enum):
    foo = ""The Foo""
    bar = ""The Bar""

@app.delete(""/items/{item_id}"", tags=[""items""])
async def delete_item(
    item_id: Annotated[
        Item,
        Doc(
            """"""
            The ID of the item to delete.

            It can be `foo` or `bar`.
            """"""
        ),
    ],
    q: Annotated[
        str | None,
        Field(
            alias=""item-query"",
            title=""Query string"",
            description=""Query string for the items to delete"",
            min_length=3,
            default=None,
        ),
    ] = None,
    response_model_exclude_unset: Annotated[
        bool,
        Doc(
            """"""
            Whether to exclude unset fields from the response.
            """"""
        ),
    ] = True,
) -> dict[str, str]:
    """"""
    Delete an item from the store.

    This will delete an item by its ID.
    """"""
    return {""item_id"": item_id.value, ""q"": q or ""No query""}

@app.options(""/items/"", tags=[""items""])
async def get_item_options(
    format: Annotated[
        Literal[""json"", ""xml""],
        Doc(
            """"""
            The response format.
            """"""
        ),
    ] = ""json"",
) -> dict[str, Any]:
    """"""
    Get the available options for items.
    """"""
    return {""additions"": [""Aji"", ""Guacamole""], ""format"": format}

def custom_openapi():
    if app.openapi_schema:
        return app.openapi_schema
    openapi_schema = routing","async def update_item(
    *,
    item_id: int,
    item: Annotated[
        Item,
        Body(
            openapi_examples={
                ""normal"": {
                    ""summary"": ""A normal example"",
                    ""description"": ""A **normal** item works correctly."",
                    ""value"": {
                        ""name"": ""Foo"",
                        ""description"": ""A very nice Item"",
                        ""price"": 35.4,
                        ""tax"": 3.2,
                    },
                },
                ""converted"": {
                    ""summary"": ""An example with converted data"",
                    ""description"": ""FastAPI can convert price `strings` to actual `numbers` automatically"",
                    ""value"": {
                        ""name"": ""Bar"",
                        ""price"": ""35.4"",
                    },
                },
                ""invalid"": {
                    ""summary"": ""Invalid data is rejected with an error"",
                    ""value"": {
                        ""name"": ""Baz"",
                        ""price"": ""thirty five point four"",
                    },
                },
            },
        ),
    ],
):
    results = {""item_id"": item_id, ""item"": item}
    return results",0.7,0.875,0.6791666666666667,0.7
import_graph,Implement the FastAPI internal function `generate_operation_id_for_path` from `fastapi/utils.py.py`.,"# Generates a unique operation ID for a path based on its name, path, and HTTP method.
import re
import warnings
from enum import Enum
from typing import Any, Callable, Sequence

from fastapi import routing
from fastapi.datastructures import Default
from fastapi.responses import JSONResponse, Response
from fastapi.types import DecoratedCallable, IncEx
from fastapi.utils import generate_unique_id
from starlette.routing import BaseRoute

class FastAPIDeprecationWarning(UserWarning):
    """"""
    A `UserWarning` subclass for FastAPI deprecations.
    """"""

def generate_operation_id_for_path(
    *, name: str, path: str, method: str
) -> str:  # pragma: nocover
    warnings.warn(
        message=""fastapi.utils.generate_operation_id_for_path() was deprecated, ""
        ""it is not used internally, and will be removed soon"",
        category=FastAPIDeprecationWarning,
        stacklevel=2,
    )
    operation_id = f""{name}{path}""
    operation_id = re.sub(r""\W"", ""_"", operation_id)
    operation_id = f""{operation_id}_{method.lower()}""
    return operation_id","def generate_operation_id_for_path(
    *, name: str, path: str, method: str
) -> str:  # pragma: nocover
    warnings.warn(
        message=""fastapi.utils.generate_operation_id_for_path() was deprecated, ""
        ""it is not used internally, and will be removed soon"",
        category=FastAPIDeprecationWarning,
        stacklevel=2,
    )
    operation_id = f""{name}{path}""
    operation_id = re.sub(r""\W"", ""_"", operation_id)
    operation_id = f""{operation_id}_{method.lower()}""
    return operation_id",1.0,0.375,0.8875,1.0
import_graph,Implement the FastAPI internal function `value_is_sequence` from `fastapi/_compat_shared.py.py`.,"# This function checks if a given value is a sequence but not a string or bytes.
def value_is_sequence(value: Any) -> bool:
    return isinstance(value, Sequence) and not isinstance(value, (str, bytes))","def value_is_sequence(value: Any) -> bool:
    return isinstance(value, sequence_types) and not isinstance(value, (str, bytes))",1.0,0.0,0.0,0.0
import_graph,Write a FastAPI route using Python py310+ type hint features with standard parameter defaults and Python 3.10+ syntax. [ex006 · py310],"# This FastAPI application defines a single GET endpoint that takes an optional query parameter 'name' and returns a greeting.
from fastapi import FastAPI, Query
from typing import Annotated

app = FastAPI()

@app.get(""/"")
async def main(name: Annotated[str | None, Query(max_length=50)] = None):
    if name:
        return {""message"": f""Hello {name}""}
    return {""message"": ""Hello World""}","def process_items(items: list[str]):
    for item in items:
        print(item)",1.0,0.375,0.8666666666666667,0.0
import_graph,Implement the FastAPI dependency injection utility `is_async_gen_callable`.,"# Checks if a callable is an asynchronous generator.
def is_async_gen_callable(call: Callable[..., Any]) -> bool:
    return inspect.isasyncgenfunction(call)","def is_async_gen_callable(self) -> bool:
        if self.call is None:
            return False  # pragma: no cover
        if inspect.isasyncgenfunction(
            _impartial(self.call)
        ) or inspect.isasyncgenfunction(_unwrapped_call(self.call)):
            return True
        if inspect.isclass(_unwrapped_call(self.call)):
            return False
        dunder_call = getattr(_impartial(self.call), ""__call__"", None)  # noqa: B004
        if dunder_call is None:
            return False  # pragma: no cover
        if inspect.isasyncgenfunction(
            _impartial(dunder_call)
        ) or inspect.isasyncgenfunction(_unwrapped_call(dunder_call)):
            return True
        dunder_unwrapped_call = getattr(_unwrapped_call(self.call), ""__call__"", None)  # noqa: B004
        if dunder_unwrapped_call is None:
            return False  # pragma: no cover
        if inspect.isasyncgenfunction(
            _impartial(dunder_unwrapped_call)
        ) or inspect.isasyncgenfunction(_unwrapped_call(dunder_unwrapped_call)):
            return True
        return False",1.0,0.125,0.25,0.5
import_graph,Write a FastAPI application with custom HTTP exception handlers using standard parameter defaults and Python 3.10+ syntax. [ex006 · py310],"# FastAPI application with custom HTTP exception handlers
from fastapi import FastAPI, Request, status
from fastapi.responses import JSONResponse
from fastapi.exceptions import HTTPException as StarletteHTTPException
from fastapi.exception_handlers import http_exception_handler

async def custom_http_exception_handler(request: Request, exc: StarletteHTTPException):
    print(f""OMG! An HTTP error!: {repr(exc)}"")
    return await http_exception_handler(request, exc)

app = FastAPI()

app.add_exception_handler(StarletteHTTPException, custom_http_exception_handler)

@app.get(""/items/{item_id}"")
async def read_item(item_id: int):
    if item_id == 3:
        raise StarletteHTTPException(status_code=404, detail=""Item not found"")
    return {""item_id"": item_id}","async def custom_http_exception_handler(request, exc):
    print(f""OMG! An HTTP error!: {repr(exc)}"")
    return await http_exception_handler(request, exc)


async def validation_exception_handler(request, exc):
    print(f""OMG! The client sent invalid data!: {exc}"")
    return await request_validation_exception_handler(request, exc)


async def read_item(item_id: int):
    if item_id == 3:
        raise HTTPException(status_code=418, detail=""Nope! I don't like 3."")
    return {""item_id"": item_id}",1.0,0.375,0.8666666666666667,1.0
import_graph,Implement the FastAPI dependency injection utility `_uses_scopes`.,"# This function checks if a dependency uses OAuth2 scopes.
def _uses_scopes(dependency: Any) -> bool:
    return isinstance(dependency, Security)","def _uses_scopes(self) -> bool:
        if self.own_oauth_scopes:
            return True
        if self.security_scopes_param_name is not None:
            return True
        if self._is_security_scheme:
            return True
        for sub_dep in self.dependencies:
            if sub_dep._uses_scopes:
                return True
        return False",1.0,0.0,1.0,0.2
